Date,Product,Category,Price,Units,Total,Discount,Region,Sales_Rep,Payment_Method,Customer_Segment
2023-11-03,Laptop,Electronics,304.1,1,304.1,0.0,North,Emma Davis,Debit Card,Corporate
2023-11-03,Notebook,Office Supplies,24.04,5,114.19,0.05,South,Sarah Wilson,Bank Transfer,Government
2023-11-03,Paper Clips,Office Supplies,12.63,2,25.26,0.0,North,John Smith,Credit Card,Small Business
2023-11-03,Keyboard,Accessories,126.14,2,252.28,0.0,West,Jennifer Martinez,Bank Transfer,Corporate
2023-11-03,Lamp,Furniture,385.3,3,1155.9,0.0,South,Michael Johnson,Credit Card,Government
2023-11-03,Notebook,Office Supplies,21.64,2,43.28,0.0,North,Emma Davis,Credit Card,Government
2023-11-03,USB Drive,Accessories,67.55,3,202.65,0.0,West,Jennifer Martinez,Credit Card,Individual
2023-11-04,Lamp,Furniture,178.55,3,535.65,0.0,North,John Smith,Credit Card,Corporate
2023-11-04,Headphones,Electronics,795.58,5,3977.9,0.0,West,Jennifer Martinez,Debit Card,Government
2023-11-04,Mouse,Accessories,52.39,4,205.37,0.02,East,Lisa Anderson,Bank Transfer,Small Business
2023-11-04,Desk,Furniture,276.5,1,254.38,0.08,North,John Smith,Bank Transfer,Individual
2023-11-04,Tablet,Electronics,1836.5,4,7346.0,0.0,South,Sarah Wilson,Bank Transfer,Small Business
2023-11-04,Monitor Stand,Accessories,32.11,2,64.22,0.0,West,Robert Taylor,Debit Card,Small Business
2023-11-05,Desk Organizer,Office Supplies,37.28,5,186.4,0.0,North,Emma Davis,PayPal,Government
2023-11-05,Stapler,Office Supplies,21.76,2,43.52,0.0,West,Jennifer Martinez,Bank Transfer,Government
2023-11-05,Filing Cabinet,Furniture,470.49,4,1881.96,0.0,North,John Smith,Debit Card,Individual
2023-11-05,Filing Cabinet,Furniture,407.31,5,2036.55,0.0,East,Lisa Anderson,Credit Card,Government
2023-11-05,Keyboard,Accessories,49.08,1,45.64,0.07,East,Lisa Anderson,Bank Transfer,Individual
2023-11-05,Filing Cabinet,Furniture,383.42,3,1150.26,0.0,East,David Brown,Bank Transfer,Corporate
2023-11-05,Laptop,Electronics,1370.77,4,5483.08,0.0,West,Robert Taylor,Bank Transfer,Small Business
2023-11-05,Keyboard,Accessories,67.69,3,203.07,0.0,North,Emma Davis,PayPal,Corporate
2023-11-05,Keyboard,Accessories,37.02,4,148.08,0.0,East,David Brown,Bank Transfer,Small Business
2023-11-05,Lamp,Furniture,373.01,4,1492.04,0.0,East,Lisa Anderson,Debit Card,Corporate
2023-11-05,Stapler,Office Supplies,34.05,4,123.94,0.09,West,Robert Taylor,Debit Card,Corporate
2023-11-05,Notebook,Office Supplies,34.17,1,34.17,0.0,South,Michael Johnson,Debit Card,Small Business
2023-11-05,Keyboard,Accessories,49.93,1,49.93,0.0,North,John Smith,Bank Transfer,Small Business
2023-11-05,Notebook,Office Supplies,23.8,3,71.4,0.0,South,Michael Johnson,Credit Card,Small Business
2023-11-05,Headphones,Electronics,801.11,5,4005.55,0.0,North,John Smith,Bank Transfer,Small Business
2023-11-06,Desk,Furniture,453.94,5,2269.7,0.0,East,David Brown,PayPal,Corporate
2023-11-06,Paper Clips,Office Supplies,35.92,3,107.76,0.0,South,Michael Johnson,Debit Card,Corporate
2023-11-06,Tablet,Electronics,592.41,2,1184.82,0.0,East,Lisa Anderson,Bank Transfer,Individual
2023-11-06,USB Drive,Accessories,85.34,1,85.34,0.0,East,David Brown,Bank Transfer,Corporate
2023-11-06,Headphones,Electronics,1556.42,2,3112.84,0.0,South,Sarah Wilson,Debit Card,Small Business
2023-11-06,Laptop Bag,Accessories,105.67,4,401.55,0.05,East,David Brown,Bank Transfer,Small Business
2023-11-06,Paper Clips,Office Supplies,36.05,3,108.15,0.0,South,Michael Johnson,PayPal,Corporate
2023-11-06,Notebook,Office Supplies,45.91,3,137.73,0.0,North,Emma Davis,PayPal,Government
2023-11-06,Laptop Bag,Accessories,77.5,4,272.8,0.12,South,Michael Johnson,,Corporate
2023-11-06,Laptop Bag,Accessories,89.87,4,359.48,0.0,South,Sarah Wilson,Credit Card,Government
2023-11-06,Smartwatch,Electronics,1061.43,3,3184.29,0.0,East,David Brown,Credit Card,Corporate
2023-11-07,Stapler,Office Supplies,28.01,2,56.02,0.0,East,David Brown,Credit Card,Government
2023-11-07,Tablet,Electronics,629.38,5,2832.21,0.1,North,John Smith,Credit Card,Corporate
2023-11-07,Bookshelf,Furniture,210.87,1,210.87,0.0,West,Jennifer Martinez,Credit Card,Corporate
2023-11-07,Laptop,Electronics,1137.93,3,3140.69,0.08,South,Sarah Wilson,Credit Card,Corporate
2023-11-07,Desk,Furniture,212.55,4,807.69,0.05,East,Lisa Anderson,Credit Card,Individual
2023-11-08,Bookshelf,Furniture,425.47,3,1276.41,0.0,West,Jennifer Martinez,Debit Card,Corporate
2023-11-08,Keyboard,Accessories,127.08,5,635.4,0.0,North,John Smith,Bank Transfer,Corporate
2023-11-08,Office Chair,Furniture,479.91,1,479.91,0.0,West,Jennifer Martinez,PayPal,Corporate
2023-11-08,Smartphone,Electronics,1989.74,1,1989.74,0.0,North,Emma Davis,Bank Transfer,Corporate
2023-11-08,Smartphone,Electronics,1074.25,1,966.83,0.1,East,David Brown,Credit Card,Small Business
2023-11-08,Smartwatch,Electronics,1617.03,4,6468.12,0.0,West,Jennifer Martinez,PayPal,Small Business
2023-11-08,Laptop Bag,Accessories,68.19,4,272.76,0.0,North,John Smith,PayPal,Small Business
2023-11-08,Laptop Bag,Accessories,99.53,5,497.65,0.0,East,Lisa Anderson,Debit Card,Corporate
2023-11-08,Bookshelf,Furniture,362.06,1,362.06,0.0,East,David Brown,PayPal,Corporate
2023-11-08,Smartwatch,Electronics,1528.81,3,4127.79,0.1,West,Robert Taylor,Debit Card,Government
2023-11-09,Smartphone,Electronics,1767.51,1,1767.51,0.0,West,Jennifer Martinez,PayPal,Individual
2023-11-09,Desk Organizer,Office Supplies,30.16,2,60.32,0.0,West,Jennifer Martinez,PayPal,Corporate
2023-11-09,Desk,Furniture,331.37,5,1656.85,0.0,West,Jennifer Martinez,Credit Card,Government
2023-11-09,Smartphone,Electronics,1403.03,5,7015.15,0.0,South,Michael Johnson,Credit Card,Government
2023-11-09,Monitor Stand,Accessories,83.9,2,167.8,0.0,West,Robert Taylor,Debit Card,Corporate
2023-11-09,Lamp,Furniture,477.91,2,888.91,0.07,West,Jennifer Martinez,Bank Transfer,Corporate
2023-11-09,Bookshelf,Furniture,303.38,2,606.76,0.0,East,David Brown,Credit Card,Corporate
2023-11-09,Smartwatch,Electronics,1775.28,5,8876.4,0.0,West,,Bank Transfer,Government
2023-11-09,Bookshelf,Furniture,491.87,5,2459.35,0.0,West,Robert Taylor,Credit Card,Small Business
2023-11-09,Smartwatch,Electronics,826.04,5,4130.2,0.0,South,Michael Johnson,Bank Transfer,Small Business
2023-11-09,Smartwatch,Electronics,1116.36,3,3349.08,0.0,South,Sarah Wilson,Debit Card,Corporate
2023-11-09,Laptop,Electronics,386.54,5,1932.7,0.0,West,Jennifer Martinez,Debit Card,Small Business
2023-11-09,Desk,Furniture,267.84,4,974.94,0.09,North,Emma Davis,PayPal,Individual
2023-11-09,Monitor Stand,Accessories,66.9,3,200.7,0.0,South,Sarah Wilson,PayPal,Individual
2023-11-09,Filing Cabinet,Furniture,559.68,4,2238.72,0.0,South,Sarah Wilson,Debit Card,Small Business
2023-11-10,Stapler,Office Supplies,29.41,1,29.41,0.0,North,Emma Davis,Bank Transfer,Small Business
2023-11-10,Bookshelf,Furniture,392.87,1,357.51,0.09,South,Sarah Wilson,PayPal,Government
2023-11-10,Mouse,Accessories,117.69,3,353.07,0.0,West,Robert Taylor,Debit Card,Corporate
2023-11-10,Paper Clips,Office Supplies,37.41,3,112.23,0.0,West,,Credit Card,Government
2023-11-10,Laptop Bag,Accessories,84.71,1,84.71,0.0,South,Sarah Wilson,Bank Transfer,Small Business
2023-11-10,USB Drive,Accessories,40.63,1,40.63,0.0,South,Sarah Wilson,PayPal,Small Business
2023-11-11,Lamp,Furniture,183.01,5,915.05,0.0,North,Emma Davis,PayPal,Individual
2023-11-11,Smartphone,Electronics,624.67,4,2498.68,0.0,East,David Brown,Debit Card,Government
2023-11-11,Headphones,Electronics,990.72,4,3526.96,0.11,West,Robert Taylor,,Corporate
2023-11-11,Smartphone,Electronics,1718.26,3,5154.78,0.0,East,David Brown,Debit Card,Individual
2023-11-11,Laptop,Electronics,768.66,1,768.66,0.0,West,Jennifer Martinez,Credit Card,Small Business
2023-11-11,Smartwatch,Electronics,1683.06,5,8415.3,0.0,North,Emma Davis,PayPal,Small Business
2023-11-11,Stapler,Office Supplies,19.06,1,18.49,0.03,South,Sarah Wilson,PayPal,Small Business
2023-11-11,Filing Cabinet,Furniture,159.76,4,639.04,0.0,West,Robert Taylor,Bank Transfer,Government
2023-11-11,Laptop Bag,Accessories,54.5,1,54.5,0.0,South,Sarah Wilson,PayPal,Small Business
2023-11-11,Mouse,Accessories,90.22,5,451.1,0.0,North,John Smith,Bank Transfer,Corporate
2023-11-11,Paper Clips,Office Supplies,45.44,1,45.44,0.0,West,Jennifer Martinez,Bank Transfer,Small Business
2023-11-12,USB Drive,Accessories,61.2,4,244.8,0.0,East,David Brown,Credit Card,Individual
2023-11-12,Laptop,Electronics,1134.86,4,4539.44,0.0,North,John Smith,Debit Card,Individual
2023-11-12,USB Drive,Accessories,98.81,3,296.43,0.0,East,Lisa Anderson,PayPal,Small Business
2023-11-12,Filing Cabinet,Furniture,137.2,3,411.6,0.0,North,Emma Davis,Bank Transfer,Corporate
2023-11-12,Laptop,Electronics,693.51,4,2663.08,0.04,East,Lisa Anderson,PayPal,Individual
2023-11-12,Smartwatch,Electronics,590.48,1,590.48,0.0,South,Michael Johnson,Bank Transfer,Corporate
2023-11-12,Pen Set,Office Supplies,11.4,5,57.0,0.0,North,Emma Davis,Debit Card,Government
2023-11-13,Headphones,Electronics,431.18,2,767.5,0.11,South,Michael Johnson,PayPal,Government
2023-11-13,Tablet,Electronics,1655.31,3,4965.93,0.0,East,David Brown,PayPal,Government
2023-11-13,Paper Clips,Office Supplies,24.71,1,24.71,0.0,South,Michael Johnson,Credit Card,Small Business
2023-11-13,Laptop,Electronics,1238.93,1,1189.37,0.04,East,Lisa Anderson,PayPal,Government
2023-11-13,Mouse,Accessories,76.78,3,230.34,0.0,North,John Smith,Bank Transfer,Individual
2023-11-13,Office Chair,Furniture,495.95,4,1983.8,0.0,East,David Brown,Bank Transfer,Government
2023-11-13,Keyboard,Accessories,40.91,4,163.64,0.0,West,Robert Taylor,Debit Card,Corporate
2023-11-13,Smartwatch,Electronics,992.24,2,1964.64,0.01,South,Sarah Wilson,Debit Card,Individual
2023-11-13,Paper Clips,Office Supplies,16.16,2,29.41,0.09,South,Michael Johnson,Bank Transfer,Government
2023-11-13,Tablet,Electronics,296.21,5,1481.05,0.0,North,Emma Davis,Bank Transfer,Corporate
2023-11-13,Monitor Stand,Accessories,27.9,1,27.9,0.0,East,David Brown,Debit Card,Small Business
2023-11-13,Stapler,Office Supplies,42.53,2,78.26,0.08,West,Jennifer Martinez,Debit Card,Small Business
2023-11-13,Desk Organizer,Office Supplies,17.85,1,17.85,0.0,West,Robert Taylor,Bank Transfer,Individual
2023-11-13,Laptop,Electronics,674.31,2,1159.81,0.14,North,Emma Davis,PayPal,Small Business
2023-11-13,Filing Cabinet,Furniture,442.47,3,1274.31,0.04,East,David Brown,Debit Card,Government
2023-11-14,Laptop,Electronics,2064.2,2,4128.4,0.0,West,Robert Taylor,PayPal,Corporate
2023-11-14,Pen Set,Office Supplies,28.17,2,56.34,0.0,North,John Smith,Credit Card,Government
2023-11-14,Paper Clips,Office Supplies,42.29,4,169.16,0.0,North,John Smith,Debit Card,Small Business
2023-11-14,Stapler,Office Supplies,29.26,2,58.52,0.0,East,David Brown,Debit Card,Corporate
2023-11-14,Monitor Stand,Accessories,16.26,1,16.26,0.0,West,,Credit Card,Small Business
2023-11-14,Desk,Furniture,401.2,3,1203.6,0.0,East,Lisa Anderson,PayPal,Small Business
2023-11-14,Stapler,Office Supplies,22.82,3,68.46,0.0,South,Sarah Wilson,Bank Transfer,Government
2023-11-14,Paper Clips,Office Supplies,15.22,4,60.88,0.0,North,John Smith,Debit Card,Corporate
2023-11-15,Smartphone,Electronics,1628.16,4,5731.12,0.12,North,Emma Davis,PayPal,Government
2023-11-15,Notebook,Office Supplies,12.13,5,60.65,0.0,South,Sarah Wilson,Bank Transfer,Small Business
2023-11-15,Laptop Bag,Accessories,99.19,4,396.76,0.0,North,Emma Davis,Credit Card,Small Business
2023-11-15,Stapler,Office Supplies,22.33,1,22.33,0.0,North,John Smith,Bank Transfer,Corporate
2023-11-15,Notebook,Office Supplies,36.25,3,108.75,0.0,West,Robert Taylor,Bank Transfer,Corporate
2023-11-15,Stapler,Office Supplies,29.4,5,133.77,0.09,East,Lisa Anderson,PayPal,Small Business
2023-11-15,Paper Clips,Office Supplies,47.7,4,190.8,0.0,East,David Brown,PayPal,Individual
2023-11-15,Desk,Furniture,586.8,3,1725.19,0.02,South,,Debit Card,Corporate
2023-11-15,Notebook,Office Supplies,11.53,2,23.06,0.0,North,Emma Davis,Credit Card,Individual
2023-11-15,Laptop Bag,Accessories,98.35,3,295.05,0.0,East,David Brown,Bank Transfer,Corporate
2023-11-15,Paper Clips,Office Supplies,14.48,1,12.6,0.13,South,Sarah Wilson,Bank Transfer,Government
2023-11-16,Smartwatch,Electronics,435.91,3,1111.57,0.15,West,Jennifer Martinez,Credit Card,Government
2023-11-16,Lamp,Furniture,506.04,2,910.87,0.1,South,Michael Johnson,PayPal,Corporate
2023-11-16,Keyboard,Accessories,144.36,3,428.75,0.01,East,David Brown,Debit Card,Corporate
2023-11-16,Desk Organizer,Office Supplies,13.43,1,13.43,0.0,South,Sarah Wilson,Credit Card,Government
2023-11-16,Notebook,Office Supplies,32.94,4,113.31,0.14,West,Robert Taylor,Bank Transfer,Government
2023-11-16,Paper Clips,Office Supplies,33.57,1,31.56,0.06,East,Lisa Anderson,Debit Card,Government
2023-11-16,USB Drive,Accessories,109.52,4,438.08,0.0,East,David Brown,Credit Card,Government
2023-11-16,Monitor Stand,Accessories,106.93,3,320.79,0.0,West,Jennifer Martinez,Bank Transfer,Small Business
2023-11-16,Lamp,Furniture,428.18,1,372.52,0.13,North,Emma Davis,PayPal,Government
2023-11-16,Keyboard,Accessories,99.83,1,99.83,0.0,North,Emma Davis,Credit Card,Government
2023-11-16,Lamp,Furniture,238.58,3,715.74,0.0,North,John Smith,Debit Card,Government
2023-11-16,Monitor Stand,Accessories,40.11,2,74.6,0.07,West,Jennifer Martinez,Bank Transfer,Government
2023-11-16,Smartphone,Electronics,1751.49,5,8757.45,0.0,South,Sarah Wilson,Credit Card,Individual
2023-11-16,Stapler,Office Supplies,16.66,4,66.64,0.0,West,Jennifer Martinez,Credit Card,Individual
2023-11-17,Notebook,Office Supplies,12.0,4,48.0,0.0,North,John Smith,Bank Transfer,Government
2023-11-17,Smartphone,Electronics,1139.65,3,3418.95,0.0,South,Michael Johnson,Bank Transfer,Corporate
2023-11-17,Tablet,Electronics,1643.21,5,8216.05,0.0,West,Robert Taylor,Bank Transfer,Corporate
2023-11-17,Paper Clips,Office Supplies,34.54,2,69.08,0.0,West,Robert Taylor,Credit Card,Small Business
2023-11-17,Desk,Furniture,345.28,1,345.28,0.0,South,Michael Johnson,Debit Card,Individual
2023-11-17,Smartwatch,Electronics,539.22,1,539.22,0.0,South,Sarah Wilson,Credit Card,Individual
2023-11-17,Office Chair,Furniture,203.28,2,406.56,0.0,South,Michael Johnson,Credit Card,Government
2023-11-17,Tablet,Electronics,1863.75,3,5591.25,0.0,West,Jennifer Martinez,Debit Card,Corporate
2023-11-18,Smartphone,Electronics,1267.4,5,6337.0,0.0,South,Sarah Wilson,Credit Card,Individual
2023-11-18,Keyboard,Accessories,91.89,4,323.45,0.12,East,Lisa Anderson,Credit Card,Corporate
2023-11-18,Office Chair,Furniture,182.27,3,546.81,0.0,West,Robert Taylor,PayPal,Individual
2023-11-18,Bookshelf,Furniture,374.89,3,1124.67,0.0,South,Sarah Wilson,Debit Card,Individual
2023-11-18,USB Drive,Accessories,45.03,1,45.03,0.0,West,Jennifer Martinez,Debit Card,Small Business
2023-11-18,Desk,Furniture,135.49,2,265.56,0.02,North,John Smith,Credit Card,Individual
2023-11-18,Smartwatch,Electronics,1968.28,2,3936.56,0.0,South,Michael Johnson,Bank Transfer,Corporate
2023-11-18,Notebook,Office Supplies,5.81,5,29.05,0.0,East,David Brown,PayPal,Individual
2023-11-18,Laptop Bag,Accessories,95.22,3,285.66,0.0,South,Michael Johnson,Bank Transfer,Small Business
2023-11-19,USB Drive,Accessories,68.69,3,206.07,0.0,South,Michael Johnson,Debit Card,Corporate
2023-11-19,Paper Clips,Office Supplies,7.32,3,21.96,0.0,North,John Smith,Bank Transfer,Government
2023-11-19,Desk,Furniture,368.35,4,1473.4,0.0,West,Jennifer Martinez,Credit Card,Individual
2023-11-19,Tablet,Electronics,1144.36,3,3433.08,0.0,East,,Bank Transfer,Corporate
2023-11-19,Filing Cabinet,Furniture,282.2,4,1128.8,0.0,North,John Smith,PayPal,Government
2023-11-19,Smartwatch,Electronics,1383.82,3,4151.46,0.0,West,Jennifer Martinez,PayPal,Small Business
2023-11-19,Laptop,Electronics,1091.67,1,993.42,0.09,South,Michael Johnson,Credit Card,Small Business
2023-11-19,Lamp,Furniture,516.1,2,1032.2,0.0,East,,PayPal,Corporate
2023-11-19,USB Drive,Accessories,116.33,1,116.33,0.0,North,Emma Davis,Bank Transfer,Corporate
2023-11-19,Laptop Bag,Accessories,68.78,4,247.61,0.1,North,Emma Davis,Debit Card,Corporate
2023-11-20,Notebook,Office Supplies,34.34,4,137.36,0.0,East,Lisa Anderson,PayPal,Government
2023-11-20,USB Drive,Accessories,117.31,3,320.26,0.09,South,Sarah Wilson,PayPal,Government
2023-11-20,Pen Set,Office Supplies,18.56,5,92.8,0.0,North,John Smith,Bank Transfer,Government
2023-11-20,Bookshelf,Furniture,158.35,3,475.05,0.0,West,Jennifer Martinez,Credit Card,Government
2023-11-20,Headphones,Electronics,1812.04,2,3624.08,0.0,North,John Smith,Credit Card,Small Business
2023-11-20,Tablet,Electronics,1693.3,1,1693.3,0.0,West,Jennifer Martinez,,Corporate
2023-11-20,Notebook,Office Supplies,35.02,4,140.08,0.0,South,Michael Johnson,PayPal,Government
2023-11-20,Keyboard,Accessories,100.12,3,300.36,0.0,West,Robert Taylor,PayPal,Small Business
2023-11-20,Monitor Stand,Accessories,143.06,3,429.18,0.0,West,Robert Taylor,Bank Transfer,Government
2023-11-20,Headphones,Electronics,1140.45,2,2007.19,0.12,West,Jennifer Martinez,Debit Card,Government
2023-11-20,Smartphone,Electronics,1337.01,3,3489.6,0.13,East,David Brown,Bank Transfer,Corporate
2023-11-20,Filing Cabinet,Furniture,107.68,2,215.36,0.0,West,Jennifer Martinez,PayPal,Individual
2023-11-20,Laptop Bag,Accessories,129.69,2,259.38,0.0,North,Emma Davis,Credit Card,Government
2023-11-20,Office Chair,Furniture,464.22,2,928.44,0.0,North,John Smith,Bank Transfer,Small Business
2023-11-21,Filing Cabinet,Furniture,267.16,4,1068.64,0.0,East,Lisa Anderson,Debit Card,Individual
2023-11-21,Lamp,Furniture,436.54,1,414.71,0.05,North,John Smith,PayPal,Corporate
2023-11-21,Smartwatch,Electronics,2009.11,1,2009.11,0.0,North,John Smith,Debit Card,Government
2023-11-21,Office Chair,Furniture,529.35,3,1397.48,0.12,East,David Brown,PayPal,Government
2023-11-21,Notebook,Office Supplies,48.37,5,241.85,0.0,North,Emma Davis,Bank Transfer,Government
2023-11-21,Bookshelf,Furniture,298.22,2,596.44,0.0,East,David Brown,Credit Card,Corporate
2023-11-21,Desk,Furniture,105.18,1,102.02,0.03,North,John Smith,Bank Transfer,Individual
2023-11-21,Tablet,Electronics,384.78,5,1923.9,0.0,West,Robert Taylor,Debit Card,Small Business
2023-11-21,Smartphone,Electronics,922.46,1,904.01,0.02,North,Emma Davis,Credit Card,Small Business
2023-11-21,Keyboard,Accessories,34.02,2,68.04,0.0,South,Sarah Wilson,Bank Transfer,Corporate
2023-11-21,Smartphone,Electronics,1950.07,4,7800.28,0.0,South,Sarah Wilson,Credit Card,Corporate
2023-11-21,Pen Set,Office Supplies,39.96,4,159.84,0.0,West,Robert Taylor,Credit Card,Small Business
2023-11-22,Smartwatch,Electronics,426.51,1,426.51,0.0,North,Emma Davis,Credit Card,Corporate
2023-11-22,Mouse,Accessories,54.07,2,108.14,0.0,North,John Smith,Debit Card,Government
2023-11-22,Headphones,Electronics,503.57,2,936.64,0.07,West,Robert Taylor,Debit Card,Small Business
2023-11-22,Desk,Furniture,284.53,2,506.46,0.11,West,Jennifer Martinez,PayPal,Government
2023-11-22,Smartphone,Electronics,1631.8,4,6527.2,0.0,East,David Brown,Debit Card,Small Business
2023-11-22,Desk,Furniture,197.27,5,986.35,0.0,East,David Brown,Credit Card,Small Business
2023-11-22,Notebook,Office Supplies,14.95,1,14.8,0.01,South,Sarah Wilson,Credit Card,Individual
2023-11-22,USB Drive,Accessories,107.85,1,107.85,0.0,South,Sarah Wilson,Debit Card,Corporate
2023-11-22,Smartwatch,Electronics,1774.88,2,3123.79,0.12,East,David Brown,Credit Card,Government
2023-11-22,Filing Cabinet,Furniture,261.64,1,261.64,0.0,West,Jennifer Martinez,PayPal,Corporate
2023-11-23,Stapler,Office Supplies,39.32,4,157.28,0.0,East,Lisa Anderson,Credit Card,Corporate
2023-11-23,Lamp,Furniture,278.56,4,1025.1,0.08,West,Robert Taylor,Debit Card,Government
2023-11-23,Pen Set,Office Supplies,23.77,3,71.31,0.0,North,Emma Davis,Bank Transfer,Small Business
2023-11-23,Filing Cabinet,Furniture,273.29,4,1049.43,0.04,West,Jennifer Martinez,Credit Card,Small Business
2023-11-23,Desk,Furniture,97.82,3,293.46,0.0,South,Michael Johnson,Debit Card,Government
2023-11-23,Laptop Bag,Accessories,33.79,4,116.24,0.14,North,Emma Davis,Credit Card,Small Business
2023-11-24,Paper Clips,Office Supplies,41.61,1,41.61,0.0,West,Robert Taylor,PayPal,Government
2023-11-24,USB Drive,Accessories,33.66,3,100.98,0.0,West,Robert Taylor,Credit Card,Government
2023-11-24,Smartwatch,Electronics,743.66,1,661.86,0.11,North,John Smith,Bank Transfer,Small Business
2023-11-24,Monitor Stand,Accessories,34.48,2,68.96,0.0,South,Michael Johnson,Debit Card,Corporate
2023-11-24,Headphones,Electronics,1231.99,3,3695.97,0.0,South,Michael Johnson,Bank Transfer,Individual
2023-11-25,Desk,Furniture,533.41,3,1552.22,0.03,East,Lisa Anderson,PayPal,Corporate
2023-11-25,USB Drive,Accessories,91.62,5,416.87,0.09,North,John Smith,Credit Card,Individual
2023-11-25,Mouse,Accessories,135.85,3,366.79,0.1,West,Robert Taylor,Credit Card,Corporate
2023-11-25,Desk,Furniture,338.22,4,1352.88,0.0,East,David Brown,PayPal,Corporate
2023-11-25,Office Chair,Furniture,382.78,1,382.78,0.0,East,Lisa Anderson,PayPal,Government
2023-11-25,Paper Clips,Office Supplies,12.25,2,24.5,0.0,North,John Smith,Debit Card,Individual
2023-11-26,Bookshelf,Furniture,226.28,4,905.12,0.0,North,John Smith,PayPal,Individual
2023-11-26,Mouse,Accessories,107.87,5,539.35,0.0,North,Emma Davis,Debit Card,Individual
2023-11-26,Headphones,Electronics,1055.33,4,3925.83,0.07,South,Michael Johnson,Bank Transfer,Government
2023-11-26,Headphones,Electronics,1626.63,5,8133.15,0.0,North,John Smith,Bank Transfer,Small Business
2023-11-26,Stapler,Office Supplies,35.16,2,63.29,0.1,North,Emma Davis,Credit Card,Government
2023-11-26,Lamp,Furniture,129.5,4,518.0,0.0,West,Robert Taylor,Credit Card,Small Business
2023-11-26,Laptop Bag,Accessories,125.87,2,251.74,0.0,West,Robert Taylor,Credit Card,Corporate
2023-11-26,USB Drive,Accessories,62.54,1,60.66,0.03,South,Sarah Wilson,Bank Transfer,Government
2023-11-26,Notebook,Office Supplies,18.13,1,18.13,0.0,East,David Brown,PayPal,Small Business
2023-11-26,Pen Set,Office Supplies,25.55,1,25.55,0.0,East,David Brown,Credit Card,Government
2023-11-26,Mouse,Accessories,142.19,4,568.76,0.0,South,Sarah Wilson,Debit Card,Government
2023-11-26,Headphones,Electronics,726.56,4,2877.18,0.01,West,Robert Taylor,PayPal,Corporate
2023-11-26,Headphones,Electronics,412.91,5,1981.97,0.04,North,John Smith,Debit Card,Small Business
2023-11-27,Lamp,Furniture,218.81,2,437.62,0.0,East,Lisa Anderson,PayPal,Government
2023-11-27,Bookshelf,Furniture,481.47,5,2407.35,0.0,North,Emma Davis,Bank Transfer,Government
2023-11-27,Notebook,Office Supplies,14.05,5,63.23,0.1,East,Lisa Anderson,PayPal,Individual
2023-11-27,Headphones,Electronics,770.25,2,1540.5,0.0,South,Sarah Wilson,Debit Card,Individual
2023-11-27,Office Chair,Furniture,286.48,3,859.44,0.0,North,Emma Davis,Bank Transfer,Small Business
2023-11-27,Laptop Bag,Accessories,89.95,3,269.85,0.0,West,Jennifer Martinez,Credit Card,Corporate
2023-11-27,Mouse,Accessories,87.13,2,174.26,0.0,South,Michael Johnson,Credit Card,Small Business
2023-11-27,Desk Organizer,Office Supplies,24.23,2,48.46,0.0,North,Emma Davis,PayPal,Corporate
2023-11-27,Smartphone,Electronics,618.84,2,1237.68,0.0,East,David Brown,Bank Transfer,Small Business
2023-11-27,USB Drive,Accessories,107.29,5,536.45,0.0,East,David Brown,Credit Card,Corporate
2023-11-27,Laptop Bag,Accessories,67.48,5,337.4,0.0,North,Emma Davis,Credit Card,Individual
2023-11-27,Filing Cabinet,Furniture,303.63,4,1214.52,0.0,West,Jennifer Martinez,Debit Card,Government
2023-11-27,Tablet,Electronics,1146.81,1,1112.41,0.03,West,Jennifer Martinez,PayPal,Individual
2023-11-27,Keyboard,Accessories,116.99,2,233.98,0.0,East,Lisa Anderson,Credit Card,Government
2023-11-28,Monitor Stand,Accessories,131.99,2,263.98,0.0,West,Robert Taylor,Credit Card,Individual
2023-11-28,Smartwatch,Electronics,1468.98,3,3834.04,0.13,East,David Brown,PayPal,Corporate
2023-11-28,Notebook,Office Supplies,10.48,5,52.4,0.0,East,David Brown,Debit Card,Individual
2023-11-28,Laptop Bag,Accessories,84.12,3,252.36,0.0,North,John Smith,PayPal,Individual
2023-11-28,Filing Cabinet,Furniture,368.24,4,1414.04,0.04,East,David Brown,Debit Card,Corporate
2023-11-29,Desk Organizer,Office Supplies,23.97,3,71.91,0.0,East,David Brown,Debit Card,Small Business
2023-11-29,Office Chair,Furniture,310.64,5,1537.67,0.01,East,David Brown,Debit Card,Individual
2023-11-29,Lamp,Furniture,131.14,1,131.14,0.0,West,Robert Taylor,Credit Card,Small Business
2023-11-29,Paper Clips,Office Supplies,7.9,2,15.8,0.0,North,John Smith,Debit Card,Corporate
2023-11-29,USB Drive,Accessories,27.49,1,27.49,0.0,West,Jennifer Martinez,Bank Transfer,Individual
2023-11-29,Pen Set,Office Supplies,49.38,5,246.9,0.0,East,David Brown,Debit Card,Corporate
2023-11-29,Keyboard,Accessories,22.88,5,114.4,0.0,North,Emma Davis,Bank Transfer,Individual
2023-11-29,Lamp,Furniture,430.13,5,1957.09,0.09,West,Jennifer Martinez,Debit Card,Individual
2023-11-29,Paper Clips,Office Supplies,17.49,2,33.58,0.04,South,Sarah Wilson,Debit Card,Individual
2023-11-30,Lamp,Furniture,340.36,5,1446.53,0.15,North,Emma Davis,Debit Card,Individual
